timestamp,in_time_frame,current_dem_target,action,mode,hot_prod,cold_prod,hot_dem,cold_dem
2025-11-24 17:14:42,True,22079782.762034785,no,hot,1742835.57,471845.85,0,0
2025-11-24 17:14:53,True,22079782.762034785,no,hot,1742835.57,471845.85,0,0
2025-11-24 17:15:05,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:15:16,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:15:27,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:15:39,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:15:50,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:16:01,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:16:12,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:16:23,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:16:35,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:16:45,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:16:56,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:17:07,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:17:18,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:17:29,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:17:41,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:17:52,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:18:03,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:18:14,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:18:24,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:18:34,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:18:45,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:18:55,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:19:06,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:19:16,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:19:27,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:19:37,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:19:47,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:19:58,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:20:08,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:20:19,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:20:29,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:20:40,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:20:50,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:21:00,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:21:11,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:21:22,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:21:33,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:21:44,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:21:55,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:22:06,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:22:17,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:22:28,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:22:39,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:22:50,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:23:01,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:23:12,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:23:23,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:23:34,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:23:45,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:23:56,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:24:07,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:24:18,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:24:29,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:24:40,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:24:51,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:25:02,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:25:13,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:25:24,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:25:35,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:25:46,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:25:58,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:26:09,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:26:20,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:26:31,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:26:42,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:26:53,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:27:04,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:27:15,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:27:27,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:27:38,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:27:49,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:28:00,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:28:11,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:28:22,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:28:33,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:28:44,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:28:55,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:29:06,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:29:17,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:29:28,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:29:39,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:29:51,True,22079782.762034785,no,hot,26172743.11,497133.75,0,0
2025-11-24 17:30:02,True,22079782.762034785,no,hot,43822909.46,366919.72,0,0
2025-11-24 17:30:13,True,22079782.762034785,no,hot,43822909.46,366919.72,0,0
2025-11-24 17:30:24,True,22079782.762034785,no,hot,43822909.46,366919.72,0,0
2025-11-24 17:30:35,True,22079782.762034785,no,hot,43822909.46,366919.72,0,0
2025-11-24 17:30:46,True,22079782.762034785,no,hot,43822909.46,366919.72,0,0
2025-11-24 17:30:57,True,22079782.762034785,no,hot,43822909.46,366919.72,0,0
2025-11-24 17:31:09,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:31:19,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:31:30,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:31:42,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:31:53,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:32:04,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:32:15,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:32:26,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:32:37,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:32:48,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:33:00,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:33:11,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:33:22,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:33:33,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:33:44,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:33:55,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:34:07,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:34:18,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:34:29,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:34:40,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:34:51,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:35:03,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:35:14,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:35:25,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:35:36,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:35:47,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:35:58,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:36:10,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:36:21,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:36:32,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:36:43,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:36:54,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:37:05,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:37:17,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:37:28,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:37:39,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:37:51,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:38:02,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:38:13,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:38:24,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:38:36,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:38:47,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:38:58,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:39:09,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:39:20,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:39:32,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:39:43,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:39:54,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:40:05,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:40:16,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:40:27,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:40:38,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:40:49,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:41:00,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:41:11,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:41:22,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:41:33,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:41:44,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:41:56,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:42:07,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:42:18,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:42:29,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:42:41,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:42:52,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:43:03,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:43:14,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:43:25,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:43:37,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:43:48,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:43:59,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:44:10,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:44:21,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:44:32,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:44:44,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:44:55,False,22079782.762034785,parada,hot,43822909.46,366919.72,0,0
2025-11-24 17:45:06,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:45:17,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:45:29,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:45:40,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:45:51,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:46:03,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:46:14,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:46:25,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:46:36,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:46:47,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:46:59,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:47:10,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:47:21,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:47:32,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:47:43,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:47:54,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:48:06,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:48:17,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:48:28,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:48:39,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:48:51,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:49:02,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:49:13,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:49:24,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:49:36,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:49:47,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:49:58,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:50:10,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:50:21,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:50:33,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:50:44,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:50:56,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:51:07,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:51:18,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:51:29,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:51:40,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:51:52,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:52:02,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:52:14,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:52:24,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:52:35,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:52:46,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:52:58,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:53:09,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:53:20,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:53:31,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:53:42,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:53:53,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:54:04,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:54:15,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:54:27,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:54:38,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:54:49,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:55:00,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:55:11,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:55:23,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 17:55:34,False,22079782.762034785,parada,hot,0,0,0,0
2025-11-24 22:17:25,False,22079782.762034785,parada,hot,62671639.45,19179.84,0,0
2025-11-24 22:17:36,False,22079782.762034785,parada,hot,62671639.45,19179.84,0,0
2025-11-24 22:17:47,False,22079782.762034785,parada,hot,62671639.45,19179.84,0,0
2025-11-24 22:17:58,False,22079782.762034785,parada,hot,62671639.45,19179.84,0,0
2025-11-24 22:18:09,False,22079782.762034785,parada,hot,62671639.45,19179.84,0,0
2025-11-24 22:18:20,False,22079782.762034785,parada,hot,62671639.45,19179.84,0,0
2025-11-24 22:18:31,False,22079782.762034785,parada,hot,62671639.45,19179.84,0,0
2025-11-24 22:18:42,False,22079782.762034785,parada,hot,62671639.45,19179.84,0,0
2025-11-24 22:18:53,False,22079782.762034785,parada,hot,62671639.45,19179.84,0,0
2025-11-24 22:19:04,False,22079782.762034785,parada,hot,62671639.45,19179.84,0,0
2025-11-24 22:19:16,False,22079782.762034785,parada,hot,62671639.45,19179.84,0,0
2025-11-24 22:19:26,False,22079782.762034785,parada,hot,62671639.45,19179.84,0,0
2025-11-24 22:19:37,False,22079782.762034785,parada,hot,62671639.45,19179.84,0,0
2025-11-24 22:19:48,False,22079782.762034785,parada,hot,62671639.45,19179.84,0,0
2025-11-24 22:19:59,False,22079782.762034785,parada,hot,62671639.45,19179.84,0,0
2025-11-24 22:20:10,False,22079782.762034785,parada,hot,62671639.45,19179.84,0,0
2025-11-24 22:20:22,False,22079782.762034785,parada,hot,62671639.45,19179.84,0,0
2025-11-24 22:20:33,False,22079782.762034785,parada,hot,62671639.45,19179.84,0,0
2025-11-24 22:20:44,False,22079782.762034785,parada,hot,62671639.45,19179.84,0,0
2025-11-24 22:20:55,False,22079782.762034785,parada,hot,62671639.45,19179.84,0,0
2025-11-24 22:21:06,False,22079782.762034785,parada,hot,62671639.45,19179.84,0,0
2025-11-24 22:21:17,False,22079782.762034785,parada,hot,62671639.45,19179.84,0,0
2025-11-24 22:21:28,False,22079782.762034785,parada,hot,62671639.45,19179.84,0,0
2025-11-24 22:21:39,False,22079782.762034785,parada,hot,62671639.45,19179.84,0,0
2025-11-24 22:21:50,False,22079782.762034785,parada,hot,62671639.45,19179.84,0,0
2025-11-24 22:22:01,False,22079782.762034785,parada,hot,62671639.45,19179.84,0,0
2025-11-24 22:22:13,False,22079782.762034785,parada,hot,62671639.45,19179.84,0,0
2025-11-27 15:00:35,False,0.0,no,automatic,1742835.57,471845.85,3085172.75,1188868.0
2025-11-27 15:00:40,False,0.0,no,automatic,1742835.57,471845.85,3085172.75,1188868.0
2025-12-09 10:35:31,True,39922022.75,no,hot,1742835.57,471845.85,0,0
2025-12-09 10:35:37,True,39922022.75,no,hot,1742835.57,471845.85,0,0
2025-12-09 10:35:42,True,39922022.75,no,hot,1742835.57,471845.85,0,0
2025-12-09 10:35:48,True,39922022.75,no,hot,1742835.57,471845.85,0,0
2025-12-09 10:35:53,True,39922022.75,no,hot,1742835.57,471845.85,0,0
2025-12-09 10:35:59,True,39922022.75,no,hot,1742835.57,471845.85,0,0
2025-12-09 10:36:05,True,39922022.75,no,hot,1742835.57,471845.85,0,0
2025-12-09 10:36:11,True,39922022.75,no,hot,1742835.57,471845.85,0,0
