"VarName";"TimeString";"VarValue";"Validity";"Time_ms"
"IO_SENSOR1_DATA_RCEa";"16/11/2025 0:41:51";0;1;45977029057,6968
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 0:46:51";0;1;45977032530,6019
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 0:46:51";0;1;45977032530,6019
"IO_SENSOR1_DATA_RCEa";"16/11/2025 0:46:51";0;1;45977032530,6019
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 0:51:51";0;1;45977036002,1991
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 0:51:51";0;1;45977036002,1991
"IO_SENSOR1_DATA_RCEa";"16/11/2025 0:51:51";0;1;45977036002,1991
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 0:56:51";0;1;45977039474,9769
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 0:56:51";0;1;45977039474,9769
"IO_SENSOR1_DATA_RCEa";"16/11/2025 0:56:51";0;1;45977039474,9769
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 1:01:51";0;1;45977042946,794
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 1:01:51";0;1;45977042946,794
"IO_SENSOR1_DATA_RCEa";"16/11/2025 1:01:51";0;1;45977042946,794
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 1:06:51";0;1;45977046419,8727
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 1:06:51";0;1;45977046419,8727
"IO_SENSOR1_DATA_RCEa";"16/11/2025 1:06:51";0;1;45977046419,8727
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 1:11:51";0;1;45977049891,5046
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 1:11:51";0;1;45977049891,5046
"IO_SENSOR1_DATA_RCEa";"16/11/2025 1:11:51";0;1;45977049891,5046
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 1:16:51";0;1;45977053363,3102
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 1:16:51";0;1;45977053363,3102
"IO_SENSOR1_DATA_RCEa";"16/11/2025 1:16:51";0;1;45977053363,3102
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 1:21:51";0;1;45977056836,169
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 1:21:51";0;1;45977056836,169
"IO_SENSOR1_DATA_RCEa";"16/11/2025 1:21:51";0;1;45977056836,169
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 1:26:51";0;1;45977060308,7269
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 1:26:51";0;1;45977060308,7269
"IO_SENSOR1_DATA_RCEa";"16/11/2025 1:26:51";0;1;45977060308,7269
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 1:31:51";0;1;45977063781,1574
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 1:31:51";0;1;45977063781,1574
"IO_SENSOR1_DATA_RCEa";"16/11/2025 1:31:51";0;1;45977063781,1574
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 1:36:51";0;1;45977067252,5926
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 1:36:51";0;1;45977067252,5926
"IO_SENSOR1_DATA_RCEa";"16/11/2025 1:36:51";0;1;45977067252,5926
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 1:41:51";0;1;45977070725,0926
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 1:41:51";0;1;45977070725,0926
"IO_SENSOR1_DATA_RCEa";"16/11/2025 1:41:51";0;1;45977070725,0926
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 1:46:51";0;1;45977074197,662
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 1:46:51";0;1;45977074197,662
"IO_SENSOR1_DATA_RCEa";"16/11/2025 1:46:51";0;1;45977074197,662
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 1:51:51";0;1;45977077669,1667
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 1:51:51";0;1;45977077669,1667
"IO_SENSOR1_DATA_RCEa";"16/11/2025 1:51:51";0;1;45977077669,1667
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 1:56:51";0;1;45977081141,8981
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 1:56:51";0;1;45977081141,8981
"IO_SENSOR1_DATA_RCEa";"16/11/2025 1:56:51";0;1;45977081141,8981
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 2:01:51";0;1;45977084613,5301
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 2:01:51";0;1;45977084613,5301
"IO_SENSOR1_DATA_RCEa";"16/11/2025 2:01:51";0;1;45977084613,5301
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 2:06:51";0;1;45977088085,9838
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 2:06:51";0;1;45977088085,9838
"IO_SENSOR1_DATA_RCEa";"16/11/2025 2:06:51";0;1;45977088085,9838
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 2:11:51";0;1;45977091558,912
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 2:11:51";0;1;45977091558,912
"IO_SENSOR1_DATA_RCEa";"16/11/2025 2:11:51";0;1;45977091558,912
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 2:16:51";0;1;45977095031,2153
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 2:16:51";0;1;45977095031,2153
"IO_SENSOR1_DATA_RCEa";"16/11/2025 2:16:51";0;1;45977095031,2153
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 2:21:51";0;1;45977098502,5
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 2:21:51";0;1;45977098502,5
"IO_SENSOR1_DATA_RCEa";"16/11/2025 2:21:51";0;1;45977098502,5
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 2:26:51";0;1;45977101975,3819
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 2:26:51";0;1;45977101975,3819
"IO_SENSOR1_DATA_RCEa";"16/11/2025 2:26:51";0;1;45977101975,3819
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 2:31:51";0;1;45977105447,9977
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 2:31:51";0;1;45977105447,9977
"IO_SENSOR1_DATA_RCEa";"16/11/2025 2:31:51";0;1;45977105447,9977
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 2:36:51";0;1;45977108919,2245
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 2:36:51";0;1;45977108919,2245
"IO_SENSOR1_DATA_RCEa";"16/11/2025 2:36:51";0;1;45977108919,2245
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 2:41:51";0;1;45977112391,7477
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 2:41:51";0;1;45977112391,7477
"IO_SENSOR1_DATA_RCEa";"16/11/2025 2:41:51";0;1;45977112391,7477
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 2:46:51";0;1;45977115864,6412
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 2:46:51";0;1;45977115864,6412
"IO_SENSOR1_DATA_RCEa";"16/11/2025 2:46:51";0;1;45977115864,6412
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 2:51:51";0;1;45977119336,25
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 2:51:51";0;1;45977119336,25
"IO_SENSOR1_DATA_RCEa";"16/11/2025 2:51:51";0;1;45977119336,25
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 2:56:51";0;1;45977122808,9236
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 2:56:51";0;1;45977122808,9236
"IO_SENSOR1_DATA_RCEa";"16/11/2025 2:56:51";0;1;45977122808,9236
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 3:01:51";0;1;45977126280,6713
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 3:01:51";0;1;45977126280,6713
"IO_SENSOR1_DATA_RCEa";"16/11/2025 3:01:51";0;1;45977126280,6713
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 3:06:51";0;1;45977129753,6111
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 3:06:51";0;1;45977129753,6111
"IO_SENSOR1_DATA_RCEa";"16/11/2025 3:06:51";0;1;45977129753,6111
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 3:11:51";0;1;45977133224,9884
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 3:11:51";0;1;45977133224,9884
"IO_SENSOR1_DATA_RCEa";"16/11/2025 3:11:51";0;1;45977133224,9884
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 3:16:51";0;1;45977136697,8819
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 3:16:51";0;1;45977136697,8819
"IO_SENSOR1_DATA_RCEa";"16/11/2025 3:16:51";0;1;45977136697,8819
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 3:21:51";0;1;45977140170,2315
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 3:21:51";0;1;45977140170,2315
"IO_SENSOR1_DATA_RCEa";"16/11/2025 3:21:51";0;1;45977140170,2315
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 3:26:51";0;1;45977143641,9097
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 3:26:51";0;1;45977143641,9097
"IO_SENSOR1_DATA_RCEa";"16/11/2025 3:26:51";0;1;45977143641,9097
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 3:31:51";0;1;45977147114,7106
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 3:31:51";0;1;45977147114,7106
"IO_SENSOR1_DATA_RCEa";"16/11/2025 3:31:51";0;1;45977147114,7106
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 3:36:51";0;1;45977150586,2153
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 3:36:51";0;1;45977150586,2153
"IO_SENSOR1_DATA_RCEa";"16/11/2025 3:36:51";0;1;45977150586,2153
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 3:41:51";0;1;45977154058,9352
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 3:41:51";0;1;45977154058,9352
"IO_SENSOR1_DATA_RCEa";"16/11/2025 3:41:51";0;1;45977154058,9352
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 3:46:51";0;1;45977157531,3426
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 3:46:51";0;1;45977157531,3426
"IO_SENSOR1_DATA_RCEa";"16/11/2025 3:46:51";0;1;45977157531,3426
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 3:51:51";0;1;45977161003,1597
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 3:51:51";0;1;45977161003,1597
"IO_SENSOR1_DATA_RCEa";"16/11/2025 3:51:51";0;1;45977161003,1597
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 3:56:51";0;1;45977164476,0417
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 3:56:51";0;1;45977164476,0417
"IO_SENSOR1_DATA_RCEa";"16/11/2025 3:56:51";0;1;45977164476,0417
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 4:01:51";0;1;45977167948,0671
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 4:01:51";0;1;45977167948,0671
"IO_SENSOR1_DATA_RCEa";"16/11/2025 4:01:51";0;1;45977167948,0671
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 4:06:51";0;1;45977171419,8843
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 4:06:51";0;1;45977171419,8843
"IO_SENSOR1_DATA_RCEa";"16/11/2025 4:06:51";0;1;45977171419,8843
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 4:11:51";0;1;45977174892,8588
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 4:11:51";0;1;45977174892,8588
"IO_SENSOR1_DATA_RCEa";"16/11/2025 4:11:51";0;1;45977174892,8588
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 4:16:51";0;1;45977178364,6644
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 4:16:51";0;1;45977178364,6644
"IO_SENSOR1_DATA_RCEa";"16/11/2025 4:16:51";0;1;45977178364,6644
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 4:21:51";0;1;45977181836,3889
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 4:21:51";0;1;45977181836,3889
"IO_SENSOR1_DATA_RCEa";"16/11/2025 4:21:51";0;1;45977181836,3889
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 4:26:51";0;1;45977185309,4676
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 4:26:51";0;1;45977185309,4676
"IO_SENSOR1_DATA_RCEa";"16/11/2025 4:26:51";0;1;45977185309,4676
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 4:31:51";0;1;45977188781,956
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 4:31:51";0;1;45977188781,956
"IO_SENSOR1_DATA_RCEa";"16/11/2025 4:31:51";0;1;45977188781,956
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 4:36:51";0;1;45977192253,7732
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 4:36:51";0;1;45977192253,7732
"IO_SENSOR1_DATA_RCEa";"16/11/2025 4:36:51";0;1;45977192253,7732
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 4:41:51";0;1;45977195725,3472
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 4:41:51";0;1;45977195725,3472
"IO_SENSOR1_DATA_RCEa";"16/11/2025 4:41:51";0;1;45977195725,3472
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 4:46:51";0;1;45977199197,7199
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 4:46:51";0;1;45977199197,7199
"IO_SENSOR1_DATA_RCEa";"16/11/2025 4:46:51";0;1;45977199197,7199
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 4:51:51";0;1;45977202670,8449
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 4:51:51";0;1;45977202670,8449
"IO_SENSOR1_DATA_RCEa";"16/11/2025 4:51:51";0;1;45977202670,8449
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 4:56:51";0;1;45977206142,5
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 4:56:51";0;1;45977206142,5
"IO_SENSOR1_DATA_RCEa";"16/11/2025 4:56:51";0;1;45977206142,5
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 5:01:51";0;1;45977209615,2083
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 5:01:51";0;1;45977209615,2083
"IO_SENSOR1_DATA_RCEa";"16/11/2025 5:01:51";0;1;45977209615,2083
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 5:06:51";0;1;45977213086,7708
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 5:06:51";0;1;45977213086,7708
"IO_SENSOR1_DATA_RCEa";"16/11/2025 5:06:51";0;1;45977213086,7708
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 5:11:51";0;1;45977216559,7106
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 5:11:51";0;1;45977216559,7106
"IO_SENSOR1_DATA_RCEa";"16/11/2025 5:11:51";0;1;45977216559,7106
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 5:16:51";0;1;45977220031,25
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 5:16:51";0;1;45977220031,25
"IO_SENSOR1_DATA_RCEa";"16/11/2025 5:16:51";0;1;45977220031,25
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 5:21:51";0;1;45977223503,6921
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 5:21:51";0;1;45977223503,6921
"IO_SENSOR1_DATA_RCEa";"16/11/2025 5:21:51";0;1;45977223503,6921
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 5:26:51";0;1;45977226976,7361
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 5:26:51";0;1;45977226976,7361
"IO_SENSOR1_DATA_RCEa";"16/11/2025 5:26:51";0;1;45977226976,7361
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 5:31:51";0;1;45977230448,5069
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 5:31:51";0;1;45977230448,5069
"IO_SENSOR1_DATA_RCEa";"16/11/2025 5:31:51";0;1;45977230448,5069
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 5:36:51";0;1;45977233920,4745
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 5:36:51";0;1;45977233920,4745
"IO_SENSOR1_DATA_RCEa";"16/11/2025 5:36:51";0;1;45977233920,4745
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 5:41:51";0;1;45977237392,3958
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 5:41:51";0;1;45977237392,3958
"IO_SENSOR1_DATA_RCEa";"16/11/2025 5:41:51";0;1;45977237392,3958
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 5:46:51";0;1;45977240865,6481
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 5:46:51";0;1;45977240865,6481
"IO_SENSOR1_DATA_RCEa";"16/11/2025 5:46:51";0;1;45977240865,6481
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 5:51:51";0;1;45977244337,8588
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 5:51:51";0;1;45977244337,8588
"IO_SENSOR1_DATA_RCEa";"16/11/2025 5:51:51";0;1;45977244337,8588
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 5:56:51";0;1;45977247810,2083
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 5:56:51";0;1;45977247810,2083
"IO_SENSOR1_DATA_RCEa";"16/11/2025 5:56:51";0;1;45977247810,2083
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 6:01:51";0;1;45977251282,2106
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 6:01:51";0;1;45977251282,2106
"IO_SENSOR1_DATA_RCEa";"16/11/2025 6:01:51";0;1;45977251282,2106
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 6:06:51";0;1;45977254754,4792
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 6:06:51";0;1;45977254754,4792
"IO_SENSOR1_DATA_RCEa";"16/11/2025 6:06:51";0;1;45977254754,4792
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 6:11:51";0;1;45977258226,7593
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 6:11:51";0;1;45977258226,7593
"IO_SENSOR1_DATA_RCEa";"16/11/2025 6:11:51";0;1;45977258226,7593
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 6:16:51";0;1;45977261698,6921
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 6:16:51";0;1;45977261698,6921
"IO_SENSOR1_DATA_RCEa";"16/11/2025 6:16:51";0;1;45977261698,6921
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 6:21:51";0;1;45977265170,9144
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 6:21:51";0;1;45977265170,9144
"IO_SENSOR1_DATA_RCEa";"16/11/2025 6:21:51";0;1;45977265170,9144
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 6:26:51";0;1;45977268643,0556
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 6:26:51";0;1;45977268643,0556
"IO_SENSOR1_DATA_RCEa";"16/11/2025 6:26:51";0;1;45977268643,0556
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 6:31:51";0;1;45977272115,2662
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 6:31:51";0;1;45977272115,2662
"IO_SENSOR1_DATA_RCEa";"16/11/2025 6:31:51";0;1;45977272115,2662
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 6:36:51";0;1;45977275587,7778
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 6:36:51";0;1;45977275587,7778
"IO_SENSOR1_DATA_RCEa";"16/11/2025 6:36:51";0;1;45977275587,7778
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 6:41:51";0;1;45977279059,6412
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 6:41:51";0;1;45977279059,6412
"IO_SENSOR1_DATA_RCEa";"16/11/2025 6:41:51";0;1;45977279059,6412
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 6:46:51";0;1;45977282532,2106
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 6:46:51";0;1;45977282532,2106
"IO_SENSOR1_DATA_RCEa";"16/11/2025 6:46:51";0;1;45977282532,2106
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 6:51:51";0;1;45977286004,0394
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 6:51:51";0;1;45977286004,0394
"IO_SENSOR1_DATA_RCEa";"16/11/2025 6:51:51";0;1;45977286004,0394
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 6:56:51";0;1;45977289476,9329
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 6:56:51";0;1;45977289476,9329
"IO_SENSOR1_DATA_RCEa";"16/11/2025 6:56:51";0;1;45977289476,9329
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 7:01:51";0;1;45977292948,5301
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 7:01:51";0;1;45977292948,5301
"IO_SENSOR1_DATA_RCEa";"16/11/2025 7:01:51";0;1;45977292948,5301
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 7:06:51";0;1;45977296421,4468
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 7:06:51";0;1;45977296421,4468
"IO_SENSOR1_DATA_RCEa";"16/11/2025 7:06:51";0;1;45977296421,4468
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 7:11:51";0;1;45977299892,963
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 7:11:51";0;1;45977299892,963
"IO_SENSOR1_DATA_RCEa";"16/11/2025 7:11:51";0;1;45977299892,963
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 7:16:51";0;1;45977303365,2894
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 7:16:51";0;1;45977303365,2894
"IO_SENSOR1_DATA_RCEa";"16/11/2025 7:16:51";0;1;45977303365,2894
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 7:21:51";0;1;45977306838,3796
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 7:21:51";0;1;45977306838,3796
"IO_SENSOR1_DATA_RCEa";"16/11/2025 7:21:51";0;1;45977306838,3796
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 7:26:51";0;1;45977310309,9537
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 7:26:51";0;1;45977310309,9537
"IO_SENSOR1_DATA_RCEa";"16/11/2025 7:26:51";0;1;45977310309,9537
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 7:31:51";0;1;45977313782,6505
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 7:31:51";0;1;45977313782,6505
"IO_SENSOR1_DATA_RCEa";"16/11/2025 7:31:51";0;1;45977313782,6505
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 7:36:51";0;1;45977317254,1782
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 7:36:51";0;1;45977317254,1782
"IO_SENSOR1_DATA_RCEa";"16/11/2025 7:36:51";0;1;45977317254,1782
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 7:41:51";0;1;45977320726,8287
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 7:41:51";0;1;45977320726,8287
"IO_SENSOR1_DATA_RCEa";"16/11/2025 7:41:51";0;1;45977320726,8287
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 7:46:51";0;1;45977324199,1435
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 7:46:51";0;1;45977324199,1435
"IO_SENSOR1_DATA_RCEa";"16/11/2025 7:46:51";0;1;45977324199,1435
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 7:51:51";0;1;45977327671,9097
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 7:51:51";0;1;45977327671,9097
"IO_SENSOR1_DATA_RCEa";"16/11/2025 7:51:51";0;1;45977327671,9097
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 7:56:51";0;1;45977331143,7847
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 7:56:51";0;1;45977331143,7847
"IO_SENSOR1_DATA_RCEa";"16/11/2025 7:56:51";0;1;45977331143,7847
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 8:01:51";0;1;45977334615,4398
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 8:01:51";0;1;45977334615,4398
"IO_SENSOR1_DATA_RCEa";"16/11/2025 8:01:51";0;1;45977334615,4398
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 8:06:51";0;1;45977338088,3218
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 8:06:51";0;1;45977338088,3218
"IO_SENSOR1_DATA_RCEa";"16/11/2025 8:06:51";0;1;45977338088,3218
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 8:11:51";0;1;45977341560,0347
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 8:11:51";0;1;45977341560,0347
"IO_SENSOR1_DATA_RCEa";"16/11/2025 8:11:51";0;1;45977341560,0347
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 8:16:51";0;1;45977345032,7083
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 8:16:51";0;1;45977345032,7083
"IO_SENSOR1_DATA_RCEa";"16/11/2025 8:16:51";0;1;45977345032,7083
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 8:21:51";0;1;45977348504,3519
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 8:21:51";0;1;45977348504,3519
"IO_SENSOR1_DATA_RCEa";"16/11/2025 8:21:51";0;1;45977348504,3519
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 8:26:51";0;1;45977351977,0833
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 8:26:51";0;1;45977351977,0833
"IO_SENSOR1_DATA_RCEa";"16/11/2025 8:26:51";0;1;45977351977,0833
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 8:31:51";0;1;45977355448,8889
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 8:31:51";0;1;45977355448,8889
"IO_SENSOR1_DATA_RCEa";"16/11/2025 8:31:51";0;1;45977355448,8889
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 8:36:51";0;1;45977358921,7593
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 8:36:51";0;1;45977358921,7593
"IO_SENSOR1_DATA_RCEa";"16/11/2025 8:36:51";0;1;45977358921,7593
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 8:41:51";0;1;45977362393,3565
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 8:41:51";0;1;45977362393,3565
"IO_SENSOR1_DATA_RCEa";"16/11/2025 8:41:51";0;1;45977362393,3565
"IO_BODY_TEMPERATURE_RCEa";"16/11/2025 8:46:51";0;1;45977365866,2153
"IO_RAW_SENSOR1_DATA_RCEa";"16/11/2025 8:46:51";0;1;45977365866,2153
